"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"654","13","Reactome Pathways","","Cytokine Signaling in Immune system","0.0072","CD4|TNFRSF1A|HMOX1|FOS|SOCS3|IFI6|HLA-DRB1|ADAR|SQSTM1|CXCL2|AKT1|FPR1|GHR","17100","4460|4420|4352|4415|4345|4442|4378|4388|4329|4391|4312|4339|4394","","HSA-1280215","0"
"18","3","Reactome Pathways","","Scavenging by Class A Receptors","0.0072","APOA1|CALR|COLEC11","17100","4411|4375|4433","","HSA-3000480","0"
"47","4","Reactome Pathways","","Regulation of Complement cascade","0.0072","CFP|CPN1|PROS1|C1R","17100","4341|4443|4304|4439","","HSA-977606","0"
"92","5","GO Process","","regulation of acute inflammatory response","0.0074","CFP|KLKB1|CPN1|PROS1|C1R","17100","4341|4465|4443|4304|4439","","GO.0002673","0"
"339","9","GO Process","","extracellular structure organization","0.0074","DCN|CETP|APOA1|KLKB1|ITGA9|FGB|LPA|ADAMTSL2|MFAP4","17100","4418|4336|4411|4465|4431|4407|4326|4397|4459","","GO.0043062","0"
"202","7","GO Process","","protein maturation","0.0074","F9|KLKB1|FGB|CALR|APH1A|CPN1|C1R","17100","4423|4465|4407|4375|4343|4443|4439","","GO.0051604","0"
"1022","16","GO Component","","endoplasmic reticulum membrane","0.0077","CD4|HMOX1|CYP26A1|CERS2|FTCD|BAX|CALR|CYP1A2|HLA-DRB1|FMO3|APH1A|CYP2C8|CYP4A22|PROS1|SEC31A|MCFD2","17100","4460|4352|4366|4432|4392|4463|4375|4371|4378|4455|4343|4368|4384|4304|4358|4380","","GO.0005789","0"
"1025","16","GO Component","","endoplasmic reticulum subcompartment","0.0077","CD4|HMOX1|CYP26A1|CERS2|FTCD|BAX|CALR|CYP1A2|HLA-DRB1|FMO3|APH1A|CYP2C8|CYP4A22|PROS1|SEC31A|MCFD2","17100","4460|4352|4366|4432|4392|4463|4375|4371|4378|4455|4343|4368|4384|4304|4358|4380","","GO.0098827","0"
"499","11","GO Process","","cellular metal ion homeostasis","0.0077","CD4|HMOX1|OXT|RAMP3|HPX|BAX|AVPR1A|CALR|GDF2|FPR1|HAMP","17100","4460|4352|4387|4437|4346|4463|4414|4375|4362|4339|4376","","GO.0006875","0"
"272","8","GO Process","","lipid transport","0.0078","CETP|APOA1|PLIN2|LPA|SLC25A20|HDLBP|APOF|LDLR","17100","4336|4411|4428|4326|4448|4305|4351|4449","","GO.0006869","0"
"343","9","GO Process","","positive regulation of cellular catabolic process","0.0078","DCN|HMOX1|APOA1|BAX|YTHDF2|AKT1|LDLR|ZFP36|HAMP","17100","4418|4352|4411|4463|4452|4312|4449|4310|4376","","GO.0031331","0"
"20","3","GO Process","","hydrogen peroxide catabolic process","0.0078","CAT|HBA2|HBB","17100","4426|4413|4386","","GO.0042744","0"
"420","10","GO Process","","organic hydroxy compound metabolic process","0.0078","CETP|CYP26A1|APOA1|CAT|IDI1|HDLBP|DBH|APOF|ADH1C|LDLR","17100","4336|4366|4411|4426|4335|4305|4389|4351|4438|4449","","GO.1901615","0"
"1129","17","UniProt Keywords","","Endoplasmic reticulum","0.0081","HMOX1|CYP26A1|CERS2|FOS|CES2|CALR|GANAB|CYP1A2|HLA-DRB1|FMO3|APH1A|CYP2C8|CYP4A22|SQSTM1|SEC31A|MCFD2|TRAPPC3","17100","4352|4366|4432|4415|4330|4375|4444|4371|4378|4455|4343|4368|4384|4329|4358|4380|4359","","KW-0256","0"
"589","12","GO Process","","positive regulation of immune response","0.0081","CD4|CFP|HPX|FCN3|FCN2|BAX|FGB|COLEC10|HLA-DRB1|COLEC11|C1R|FPR1","17100","4460|4341|4346|4302|4301|4463|4407|4436|4378|4433|4439|4339","","GO.0050778","0"
"208","7","GO Process","","response to nutrient","0.0082","CD4|HMOX1|CYP26A1|APOA1|CAT|ASS1|HAMP","17100","4460|4352|4366|4411|4426|4457|4376","","GO.0007584","0"
"52","4","GO Process","","regulation of complement activation","0.0082","CFP|CPN1|PROS1|C1R","17100","4341|4443|4304|4439","","GO.0030449","0"
"52","4","GO Process","","cofactor catabolic process","0.0082","HMOX1|CAT|HBA2|HBB","17100","4352|4426|4413|4386","","GO.0051187","0"
"1587","22","GO Process","","positive regulation of protein metabolic process","0.0082","CD4|TNFRSF1A|HMOX1|RAMP3|KLKB1|HPX|BAX|FGB|SOCS3|HLA-DRB1|DUSP5|YTHDF2|XDH|IGFBP3|SQSTM1|PRKAR1A|AKT1|LDLR|GDF2|FPR1|HAMP|GHR","17100","4460|4420|4352|4437|4465|4346|4463|4407|4345|4378|4409|4452|4450|4315|4329|4322|4312|4449|4362|4339|4376|4394","","GO.0051247","0"
"3","2","Reactome Pathways","","Ficolins bind to repetitive carbohydrate structures on the target cell surface","0.0082","FCN3|FCN2","17100","4302|4301","","HSA-2855086","0"
"309","8","UniProt Keywords","","Innate immunity","0.0083","CFP|FCN3|FCN2|FGB|IFI6|ADAR|COLEC11|C1R","17100","4341|4302|4301|4407|4442|4388|4433|4439","","KW-0399","0"
"21","3","GO Process","","fibrinolysis","0.0084","KLKB1|FGB|PROS1","17100","4465|4407|4304","","GO.0042730","0"
"6066","57","GO Function","","ion binding","0.0085","CD4|CETP|HMOX1|F9|CYP26A1|APOA1|CAT|RNF11|HBA2|LYVE1|SDS|ITGA9|HPX|FCN3|FTCD|FCN2|LDHD|ANPEP|MT1E|RND1|TLN1|CALR|LPA|ZYX|HBB|UBA1|CYP1A2|CNDP1|GUK1|CSRP1|FMO3|ADAR|CPN1|PGM1|CYP2C8|CYP4A22|ASS1|STK40|RND3|TDP2|XDH|IGFBP3|IDI1|SQSTM1|PRKAR1A|DBH|PROS1|GNE|MCFD2|COLEC11|AADAT|ADH1C|C1R|AKT1|LDLR|ZFP36|HAO2","17100","4460|4336|4352|4423|4366|4411|4426|4381|4413|4456|4314|4431|4346|4302|4392|4301|4350|4311|4333|4393|4328|4375|4326|4462|4386|4373|4371|4307|4396|4395|4455|4388|4443|4406|4368|4384|4457|4430|4390|4370|4450|4315|4335|4329|4322|4389|4304|4334|4380|4433|4453|4438|4439|4312|4449|4310|4357","","GO.0043167","0"
"150","6","GO Process","","maintenance of location","0.0087","CD4|APOA1|PLIN2|TLN1|CALR|AKT1","17100","4460|4411|4428|4328|4375|4312","","GO.0051235","0"
"270","8","GO Function","","carbohydrate binding","0.0089","FCN3|FCN2|CLEC1B|CALR|COLEC10|GANAB|DBH|COLEC11","17100","4302|4301|4402|4375|4436|4444|4389|4433","","GO.0030246","0"
"270","8","GO Function","","peptide binding","0.0089","APOA1|CRHBP|AVPR1A|ANPEP|CALR|HLA-DRB1|LDLR|GHR","17100","4411|4309|4414|4311|4375|4378|4449|4394","","GO.0042277","0"
"151","6","GO Process","","regulation of cytokine-mediated signaling pathway","0.0089","TNFRSF1A|APOA1|HPX|SOCS3|ADAR|ECM1","17100","4420|4411|4346|4345|4388|4382","","GO.0001959","0"
"13996","104","GO Component","","intracellular part","0.009","CD4|DCN|TNFRSF1A|HMOX1|OXT|F9|CYP26A1|EHHADH|CEBPZ|APOA1|CAT|RAMP3|RNF11|CFP|HBA2|DMGDH|SDS|LRPPRC|BTBD1|HPX|CERS2|CRHBP|PLIN2|FTCD|BAX|LAPTM5|AVPR1A|LDHD|ANPEP|UBTF|FGB|FOS|MT1E|RND1|TLN1|CES2|CALR|ZYX|SLC25A20|SOCS3|COLEC10|HBB|UBA1|GANAB|CYP1A2|IFI6|CNDP1|HLA-DRB1|ETS2|MRPL24|GUK1|CSRP1|FMO3|ADAR|MRPL9|ECM1|APH1A|PHGDH|BCAS2|DUSP5|CPN1|PGM1|CYP2C8|CYP4A22|AKR1A1|ASS1|CAP1|STK40|RPRD1B|YTHDF2|RND3|TDP2|SRPX|XDH|IGFBP3|IDI1|SQSTM1|HDLBP|PRKAR1A|DBH|PROS1|SEC31A|GNE|MCFD2|PLAC8|DNAJC7|DNTTIP2|MBD3|ITIH3|IGFALS|AADAT|ADH1C|PUF60|AKT1|LDLR|TXNIP|POLRMT|ZFP36|FPR1|HAMP|TRAPPC3|SRRT|GHR|HAO2","17100","4460|4418|4420|4352|4387|4423|4366|4425|4464|4411|4426|4437|4381|4341|4413|4300|4314|4458|4349|4346|4432|4309|4428|4392|4463|4454|4414|4350|4311|4398|4407|4415|4333|4393|4328|4330|4375|4462|4448|4345|4436|4386|4373|4444|4371|4442|4307|4378|4308|4363|4396|4395|4455|4388|4401|4382|4343|4400|4405|4409|4443|4406|4368|4384|4410|4457|4408|4430|4354|4452|4390|4370|4379|4450|4315|4335|4329|4305|4322|4389|4304|4358|4334|4380|4342|4424|4316|4451|4435|4324|4453|4438|4447|4312|4449|4323|4317|4310|4339|4376|4359|4440|4394|4357","","GO.0044424","0"
"54","4","GO Process","","regulation of protein activation cascade","0.009","CFP|CPN1|PROS1|C1R","17100","4341|4443|4304|4439","","GO.2000257","0"
"3280","36","GO Process","","positive regulation of metabolic process","0.0091","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|APOA1|RAMP3|KLKB1|HPX|BAX|AVPR1A|UBTF|FGB|FOS|CALR|SOCS3|HBB|HLA-DRB1|ETS2|ADAR|DUSP5|ASS1|RPRD1B|YTHDF2|XDH|IGFBP3|SQSTM1|PRKAR1A|PLAC8|AKT1|LDLR|GDF2|ZFP36|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4464|4411|4437|4465|4346|4463|4414|4398|4407|4415|4375|4345|4386|4378|4308|4388|4409|4457|4354|4452|4450|4315|4329|4322|4342|4312|4449|4362|4310|4339|4376|4394","","GO.0009893","0"
"1496","21","GO Process","","positive regulation of cellular protein metabolic process","0.0091","CD4|TNFRSF1A|RAMP3|KLKB1|HPX|BAX|FGB|SOCS3|HLA-DRB1|DUSP5|YTHDF2|XDH|IGFBP3|SQSTM1|PRKAR1A|AKT1|LDLR|GDF2|FPR1|HAMP|GHR","17100","4460|4420|4437|4465|4346|4463|4407|4345|4378|4409|4452|4450|4315|4329|4322|4312|4449|4362|4339|4376|4394","","GO.0032270","0"
"55","4","GO Process","","aspartate family amino acid metabolic process","0.0095","SDS|PHGDH|ASS1|AADAT","17100","4314|4400|4457|4453","","GO.0009066","0"
"5459","52","GO Process","","positive regulation of biological process","0.0102","CD4|DCN|TNFRSF1A|HMOX1|OXT|CEBPZ|APOA1|CAT|RAMP3|CFP|HBA2|KLKB1|HPX|FCN3|FCN2|BAX|AVPR1A|UBTF|FGB|FOS|CALR|SOCS3|COLEC10|HBB|HLA-DRB1|ETS2|ADAR|ECM1|DUSP5|ASS1|RPRD1B|YTHDF2|SRPX|XDH|IGFBP3|SQSTM1|PRKAR1A|DBH|PLAC8|PLXNB2|COLEC11|CXCL2|C1R|AKT1|LDLR|TXNIP|GDF2|ZFP36|FPR1|HAMP|SRRT|GHR","17100","4460|4418|4420|4352|4387|4464|4411|4426|4437|4341|4413|4465|4346|4302|4301|4463|4414|4398|4407|4415|4375|4345|4436|4386|4378|4308|4388|4382|4409|4457|4354|4452|4379|4450|4315|4329|4322|4389|4342|4372|4433|4391|4439|4312|4449|4323|4362|4310|4339|4376|4440|4394","","GO.0048518","0"
"4792","46","GO Component","","protein-containing complex","0.0107","CD4|DCN|TNFRSF1A|CETP|APOA1|RAMP3|RNF11|HBA2|LRPPRC|BTBD1|ITGA9|FCN3|FCN2|BAX|FGB|FOS|CALR|LPA|COLEC10|HBB|GANAB|HLA-DRB1|MRPL24|ADAR|MRPL9|APH1A|BCAS2|RPRD1B|YTHDF2|IGFBP3|SQSTM1|HDLBP|PRKAR1A|SEC31A|APOF|COLEC11|MBD3|IGFALS|AKT1|LDLR|POLRMT|ZFP36|TRAPPC3|SRRT|LSR|GHR","17100","4460|4418|4420|4336|4411|4437|4381|4413|4458|4349|4431|4302|4301|4463|4407|4415|4375|4326|4436|4386|4444|4378|4363|4388|4401|4343|4405|4354|4452|4315|4329|4305|4322|4358|4351|4433|4451|4324|4312|4449|4317|4310|4359|4440|4412|4394","","GO.0032991","0"
"3060","34","GO Process","","positive regulation of cellular metabolic process","0.0107","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|APOA1|RAMP3|KLKB1|HPX|BAX|AVPR1A|UBTF|FGB|FOS|SOCS3|HBB|HLA-DRB1|ETS2|DUSP5|ASS1|RPRD1B|YTHDF2|XDH|IGFBP3|SQSTM1|PRKAR1A|PLAC8|AKT1|LDLR|GDF2|ZFP36|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4464|4411|4437|4465|4346|4463|4414|4398|4407|4415|4345|4386|4378|4308|4409|4457|4354|4452|4450|4315|4329|4322|4342|4312|4449|4362|4310|4339|4376|4394","","GO.0031325","0"
"103","5","GO Process","","reactive oxygen species metabolic process","0.0107","CAT|HBA2|HBB|CYP1A2|AKT1","17100","4426|4413|4386|4371|4312","","GO.0072593","0"
"121","5","UniProt Keywords","","Flavoprotein","0.0108","DMGDH|LDHD|FMO3|XDH|HAO2","17100","4300|4350|4455|4450|4357","","KW-0285","0"
"1631","22","GO Process","","positive regulation of cell communication","0.0108","CD4|DCN|TNFRSF1A|OXT|APOA1|CAT|RAMP3|HPX|BAX|FGB|CALR|SOCS3|HLA-DRB1|DUSP5|SRPX|XDH|IGFBP3|SQSTM1|AKT1|GDF2|FPR1|GHR","17100","4460|4418|4420|4387|4411|4426|4437|4346|4463|4407|4375|4345|4378|4409|4379|4450|4315|4329|4312|4362|4339|4394","","GO.0010647","0"
"1747","23","GO Process","","regulation of protein modification process","0.011","CD4|DCN|TNFRSF1A|APOA1|RAMP3|HPX|BAX|FGB|SOCS3|HLA-DRB1|ADAR|DUSP5|STK40|XDH|IGFBP3|SQSTM1|PRKAR1A|PLXNB2|AKT1|GDF2|FPR1|HAMP|GHR","17100","4460|4418|4420|4411|4437|4346|4463|4407|4345|4378|4388|4409|4430|4450|4315|4329|4322|4372|4312|4362|4339|4376|4394","","GO.0031399","0"
"3327","36","GO Process","","regulation of cell communication","0.0112","CD4|DCN|TNFRSF1A|HMOX1|OXT|CYP26A1|APOA1|CAT|RAMP3|HPX|CRHBP|BAX|AVPR1A|FGB|CALR|SOCS3|COLEC10|IFI6|ADAMTSL2|HLA-DRB1|ADAR|ECM1|DUSP5|STK40|YTHDF2|SRPX|XDH|IGFBP3|SQSTM1|DBH|CXCL2|AKT1|GDF2|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4387|4366|4411|4426|4437|4346|4309|4463|4414|4407|4375|4345|4436|4442|4397|4378|4388|4382|4409|4430|4452|4379|4450|4315|4329|4389|4391|4312|4362|4339|4376|4394","","GO.0010646","0"
"1638","22","GO Process","","positive regulation of signaling","0.0112","CD4|DCN|TNFRSF1A|OXT|APOA1|CAT|RAMP3|HPX|BAX|FGB|CALR|SOCS3|HLA-DRB1|DUSP5|SRPX|XDH|IGFBP3|SQSTM1|AKT1|GDF2|FPR1|GHR","17100","4460|4418|4420|4387|4411|4426|4437|4346|4463|4407|4375|4345|4378|4409|4379|4450|4315|4329|4312|4362|4339|4394","","GO.0023056","0"
"40","4","KEGG Pathways","","Tryptophan metabolism","0.0116","EHHADH|CAT|CYP1A2|AADAT","17100","4425|4426|4371|4453","","hsa00380","0"
"78","5","KEGG Pathways","","Complement and coagulation cascades","0.0116","F9|KLKB1|FGB|PROS1|C1R","17100","4423|4465|4407|4304|4439","","hsa04610","0"
"48","4","KEGG Pathways","","Cholesterol metabolism","0.0116","CETP|APOA1|LPA|LDLR","17100","4336|4411|4326|4449","","hsa04979","0"
"133","6","KEGG Pathways","","Fluid shear stress and atherosclerosis","0.0116","TNFRSF1A|HMOX1|FOS|ASS1|SQSTM1|AKT1","17100","4420|4352|4415|4457|4329|4312","","hsa05418","0"
"809","14","GO Process","","negative regulation of catalytic activity","0.0117","DCN|APOA1|LPA|SOCS3|IFI6|ADAR|ECM1|DUSP5|PRKAR1A|PROS1|ITIH3|AKT1|TXNIP|ZFP36","17100","4418|4411|4326|4345|4442|4388|4382|4409|4322|4304|4435|4312|4323|4310","","GO.0043086","0"
"372","9","GO Process","","regulation of multi-organism process","0.0117","CD4|OXT|FCN3|CALR|HLA-DRB1|ADAR|YTHDF2|SQSTM1|ZFP36","17100","4460|4387|4302|4375|4378|4388|4452|4329|4310","","GO.0043900","0"
"6072","56","GO Process","","regulation of macromolecule metabolic process","0.0117","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|APOA1|CAT|RAMP3|CFP|LRPPRC|BTBD1|KLKB1|HPX|FCN3|BAX|UBTF|FGB|FOS|CALR|LPA|SOCS3|CYP1A2|IFI6|CNDP1|HLA-DRB1|ETS2|ADAR|ECM1|PHGDH|DUSP5|CPN1|STK40|RPRD1B|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|PLAC8|PLXNB2|DNTTIP2|MBD3|ITIH3|PUF60|C1R|AKT1|LDLR|TXNIP|GDF2|ZFP36|FPR1|HAMP|SRRT|GHR","17100","4460|4418|4420|4352|4464|4411|4426|4437|4341|4458|4349|4465|4346|4302|4463|4398|4407|4415|4375|4326|4345|4371|4442|4307|4378|4308|4388|4382|4400|4409|4443|4430|4354|4452|4370|4450|4315|4329|4322|4304|4342|4372|4316|4451|4435|4447|4439|4312|4449|4323|4362|4310|4339|4376|4440|4394","","GO.0060255","0"
"7","2","UniProt Keywords","","Mannose-binding","0.0118","COLEC10|COLEC11","17100","4436|4433","","KW-0465","0"
"373","9","GO Process","","blood circulation","0.0118","HMOX1|OXT|AVPR1A|ANPEP|FGB|LPA|HBB|DBH|AKT1","17100","4352|4387|4414|4311|4407|4326|4386|4389|4312","","GO.0008015","0"
"60","4","GO Process","","positive regulation of tyrosine phosphorylation of STAT protein","0.0118","TNFRSF1A|HPX|SOCS3|GHR","17100","4420|4346|4345|4394","","GO.0042531","0"
"4","2","Reactome Pathways","","HDL clearance","0.0118","APOA1|HDLBP","17100","4411|4305","","HSA-8964011","0"
"1513","21","GO Function","","signaling receptor binding","0.0122","CD4|OXT|EHHADH|APOA1|CAT|AVPR1A|FGB|RND1|TLN1|CALR|COLEC10|HLA-DRB1|ETS2|ECM1|SQSTM1|APOF|CXCL2|GDF2|FPR1|HAMP|HAO2","17100","4460|4387|4425|4411|4426|4414|4407|4393|4328|4375|4436|4378|4308|4382|4329|4351|4391|4362|4339|4376|4357","","GO.0005102","0"
"103","5","GO Function","","electron transfer activity","0.0122","DMGDH|CYP1A2|PHGDH|AKR1A1|XDH","17100","4300|4371|4400|4410|4450","","GO.0009055","0"
"4","2","GO Function","","caffeine oxidase activity","0.0122","CYP1A2|CYP2C8","17100","4371|4368","","GO.0034875","0"
"2460","29","GO Function","","small molecule binding","0.0123","CETP|CYP26A1|APOA1|CAT|HBA2|LYVE1|SDS|FTCD|LDHD|RND1|COLEC10|HBB|UBA1|GUK1|FMO3|PHGDH|ASS1|STK40|RND3|XDH|PRKAR1A|DBH|GNE|APOF|COLEC11|MBD3|AADAT|AKT1|HAO2","17100","4336|4366|4411|4426|4413|4456|4314|4392|4350|4393|4436|4386|4373|4396|4455|4400|4457|4430|4390|4450|4322|4389|4334|4351|4433|4451|4453|4312|4357","","GO.0036094","0"
"127","5","GO Component","","peroxisome","0.0125","EHHADH|CAT|XDH|IDI1|HAO2","17100","4425|4426|4450|4335|4357","","GO.0005777","0"
"690","12","GO Component","","cell surface","0.0128","CD4|TNFRSF1A|APOA1|RAMP3|ANPEP|FGB|TLN1|CALR|HLA-DRB1|SRPX|LDLR|GHR","17100","4460|4420|4411|4437|4311|4407|4328|4375|4378|4379|4449|4394","","GO.0009986","0"
"3360","36","GO Process","","regulation of signaling","0.0128","CD4|DCN|TNFRSF1A|HMOX1|OXT|CYP26A1|APOA1|CAT|RAMP3|HPX|CRHBP|BAX|AVPR1A|FGB|CALR|SOCS3|COLEC10|IFI6|ADAMTSL2|HLA-DRB1|ADAR|ECM1|DUSP5|STK40|YTHDF2|SRPX|XDH|IGFBP3|SQSTM1|DBH|CXCL2|AKT1|GDF2|FPR1|HAMP|GHR","17100","4460|4418|4420|4352|4387|4366|4411|4426|4437|4346|4309|4463|4414|4407|4375|4345|4436|4442|4397|4378|4388|4382|4409|4430|4452|4379|4450|4315|4329|4389|4391|4312|4362|4339|4376|4394","","GO.0023051","0"
"5","2","GO Process","","peptide antigen assembly with MHC protein complex","0.0131","CALR|HLA-DRB1","17100","4375|4378","","GO.0002501","0"
"5","2","GO Process","","threonine metabolic process","0.0131","SDS|PHGDH","17100","4314|4400","","GO.0006566","0"
"461","10","GO Process","","wound healing","0.0131","DCN|HMOX1|F9|KLKB1|ITGA9|CLEC1B|FGB|HBB|PRKAR1A|PROS1","17100","4418|4352|4423|4465|4431|4402|4407|4386|4322|4304","","GO.0042060","0"
"25","3","Reactome Pathways","","Integrin alphaIIb beta3 signaling","0.0139","FGB|TLN1|AKT1","17100","4407|4328|4312","","HSA-354192","0"
"25","3","Reactome Pathways","","Integrin signaling","0.0139","FGB|TLN1|AKT1","17100","4407|4328|4312","","HSA-9006921","0"
"27","3","GO Process","","plasma lipoprotein particle remodeling","0.014","CETP|APOA1|LPA","17100","4336|4411|4326","","GO.0034369","0"
"112","5","GO Process","","response to hydrogen peroxide","0.014","HMOX1|CAT|HBA2|HBB|TXNIP","17100","4352|4426|4413|4386|4323","","GO.0042542","0"
"27","3","GO Process","","blood coagulation, fibrin clot formation","0.014","F9|KLKB1|FGB","17100","4423|4465|4407","","GO.0072378","0"
"8","2","UniProt Keywords","","Fibrinolysis","0.0142","KLKB1|PROS1","17100","4465|4304","","KW-0280","0"
"5","2","GO Function","","ammonia-lyase activity","0.0143","SDS|FTCD","17100","4314|4392","","GO.0016841","0"
"388","9","GO Process","","small molecule catabolic process","0.0144","CYP26A1|EHHADH|LYVE1|SDS|FTCD|PGM1|AKR1A1|AADAT|HAO2","17100","4366|4425|4456|4314|4392|4406|4410|4453|4357","","GO.0044282","0"
"2268","27","GO Process","","macromolecule localization","0.0145","CD4|TNFRSF1A|CETP|EHHADH|APOA1|CAT|RAMP3|LRPPRC|PLIN2|BAX|TLN1|CALR|LPA|SLC25A20|GUK1|ADAR|SQSTM1|HDLBP|SEC31A|APOF|MCFD2|AKT1|LDLR|TXNIP|ZFP36|LSR|HAO2","17100","4460|4420|4336|4425|4411|4426|4437|4458|4428|4463|4328|4375|4326|4448|4396|4388|4329|4305|4358|4351|4380|4312|4449|4323|4310|4412|4357","","GO.0033036","0"
"311","8","GO Process","","carboxylic acid biosynthetic process","0.0145","DCN|SDS|CYP1A2|PHGDH|PGM1|CYP2C8|AKR1A1|ASS1","17100","4418|4314|4371|4400|4406|4368|4410|4457","","GO.0046394","0"
"742","13","GO Process","","regulation of proteolysis","0.0147","CFP|BTBD1|KLKB1|BAX|LPA|IFI6|ECM1|CPN1|XDH|PROS1|ITIH3|C1R|AKT1","17100","4341|4349|4465|4463|4326|4442|4382|4443|4450|4304|4435|4439|4312","","GO.0030162","0"
"174","6","GO Process","","regulation of lipid biosynthetic process","0.0149","TNFRSF1A|APOA1|AVPR1A|IDI1|AKT1|LDLR","17100","4420|4411|4414|4335|4312|4449","","GO.0046890","0"
"66","4","GO Process","","cellular iron ion homeostasis","0.0151","HMOX1|HPX|GDF2|HAMP","17100","4352|4346|4362|4376","","GO.0006879","0"
"1149","17","GO Process","","positive regulation of protein modification process","0.0153","CD4|TNFRSF1A|RAMP3|HPX|FGB|SOCS3|HLA-DRB1|DUSP5|XDH|IGFBP3|SQSTM1|PRKAR1A|AKT1|GDF2|FPR1|HAMP|GHR","17100","4460|4420|4437|4346|4407|4345|4378|4409|4450|4315|4329|4322|4312|4362|4339|4376|4394","","GO.0031401","0"
"116","5","GO Process","","regulation of protein processing","0.0153","CFP|KLKB1|CPN1|PROS1|C1R","17100","4341|4465|4443|4304|4439","","GO.0070613","0"
"946","15","GO Process","","cellular lipid metabolic process","0.0157","TNFRSF1A|CETP|CYP26A1|EHHADH|APOA1|CAT|CERS2|BAX|CES2|CYP1A2|CYP2C8|CYP4A22|IDI1|GHR|HAO2","17100","4420|4336|4366|4425|4411|4426|4432|4463|4330|4371|4368|4384|4335|4394|4357","","GO.0044255","0"
"117","5","GO Process","","negative regulation of inflammatory response","0.0157","TNFRSF1A|APOA1|SOCS3|HLA-DRB1|LDLR","17100","4420|4411|4345|4378|4449","","GO.0050728","0"
"6","2","GO Process","","lipid hydroxylation","0.0158","CYP2C8|CYP4A22","17100","4368|4384","","GO.0002933","0"
"245","7","GO Process","","negative regulation of cell adhesion","0.0158","APOA1|RND1|HLA-DRB1|ASS1|YTHDF2|PRKAR1A|PLXNB2","17100","4411|4393|4378|4457|4452|4322|4372","","GO.0007162","0"
"1594","21","GO Process","","regulation of cell population proliferation","0.0158","CD4|TNFRSF1A|HMOX1|CERS2|BAX|AVPR1A|CALR|HLA-DRB1|ECM1|RPRD1B|SRPX|XDH|IGFBP3|PRKAR1A|DBH|PLAC8|CXCL2|AKT1|TXNIP|GDF2|ZFP36","17100","4460|4420|4352|4432|4463|4414|4375|4378|4382|4354|4379|4450|4315|4322|4389|4342|4391|4312|4323|4362|4310","","GO.0042127","0"
"6","2","GO Process","","sperm ejaculation","0.0158","OXT|AVPR1A","17100","4387|4414","","GO.0042713","0"
"68","4","GO Process","","regulation of mitochondrial membrane potential","0.0158","DCN|BAX|IFI6|AKT1","17100","4418|4463|4442|4312","","GO.0051881","0"
"6","2","GO Process","","cholesterol import","0.0158","APOA1|LDLR","17100","4411|4449","","GO.0070508","0"
"136","5","UniProt Keywords","","Hydroxylation","0.016","F9|FCN3|FCN2|PROS1|C1R","17100","4423|4302|4301|4304|4439","","KW-0379","0"
"81","4","GO Component","","P-body","0.0161","BTBD1|YTHDF2|SQSTM1|ZFP36","17100","4349|4452|4329|4310","","GO.0000932","0"
"30","3","GO Process","","regulation of viral entry into host cell","0.0161","CD4|FCN3|HLA-DRB1","17100","4460|4302|4378","","GO.0046596","0"
"69","4","GO Process","","glutamine family amino acid metabolic process","0.0162","FTCD|PHGDH|ASS1|AADAT","17100","4392|4400|4457|4453","","GO.0009064","0"
"180","6","GO Process","","negative regulation of defense response","0.0162","TNFRSF1A|APOA1|SOCS3|HLA-DRB1|ADAR|LDLR","17100","4420|4411|4345|4378|4388|4449","","GO.0031348","0"
"323","8","GO Process","","response to acid chemical","0.0164","OXT|CYP26A1|CAT|AVPR1A|ASS1|AKT1|LDLR|HAMP","17100","4387|4366|4426|4414|4457|4312|4449|4376","","GO.0001101","0"
"1493","20","GO Process","","positive regulation of signal transduction","0.0164","CD4|DCN|TNFRSF1A|APOA1|CAT|RAMP3|HPX|BAX|FGB|CALR|SOCS3|HLA-DRB1|DUSP5|SRPX|XDH|IGFBP3|AKT1|GDF2|FPR1|GHR","17100","4460|4418|4420|4411|4426|4437|4346|4463|4407|4375|4345|4378|4409|4379|4450|4315|4312|4362|4339|4394","","GO.0009967","0"
"1491","20","GO Process","","homeostatic process","0.0164","CD4|DCN|CETP|HMOX1|OXT|APOA1|RAMP3|HPX|BAX|AVPR1A|CALR|IFI6|ADAR|PRKAR1A|DBH|AKT1|LDLR|GDF2|FPR1|HAMP","17100","4460|4418|4336|4352|4387|4411|4437|4346|4463|4414|4375|4442|4388|4322|4389|4312|4449|4362|4339|4376","","GO.0042592","0"
"250","7","GO Process","","defense response to bacterium","0.0164","CD4|TNFRSF1A|CFP|FCN2|FGB|PLAC8|HAMP","17100","4460|4420|4341|4301|4407|4342|4376","","GO.0042742","0"
"324","8","GO Process","","response to steroid hormone","0.0164","OXT|AVPR1A|FOS|CALR|CPN1|ASS1|TXNIP|ZFP36","17100","4387|4414|4415|4375|4443|4457|4323|4310","","GO.0048545","0"
